Ship_Type,Maintenance_Status,Speed_Over_Ground_knots,Engine_Power_kW,Distance_Traveled_nm,Operational_Cost_USD,Cluster
Bulk Carrier,Fair,21.657861712015524,1362.952862282876,540.5042931393727,377017.7287525092,2
Container Ship,Critical,19.72054019505866,806.1472390508346,569.4129316395249,426037.335539108,3
Container Ship,Fair,12.651945383222555,1661.639811986223,1984.8499588622471,131282.07320336922,3
Tanker,Good,24.894072183326408,2460.6778609584308,430.88747661811044,270179.95941500994,1
Fish Carrier,Critical,16.733885223706647,808.7920960893314,1518.3678485074254,312028.61248850066,0
Bulk Carrier,Fair,12.960590321321828,2641.4190621786934,1925.8460358295567,30399.66149634638,2
Bulk Carrier,Good,18.83138160871054,2975.275417957921,779.1043608255997,98554.9824922884,2
Container Ship,Critical,17.56385604549047,1533.1963450955682,1978.0443972046623,121679.31947868588,3
Tanker,Fair,24.240437251687908,1900.4711354166195,1197.7394777700624,499710.9059310596,1
Fish Carrier,Fair,20.796405859142386,2831.2598432956074,67.44600989056153,216050.7455017867,0
Container Ship,Good,11.350129095497293,1346.6459178185348,912.287179537357,327558.8464433371,3
Bulk Carrier,Fair,12.113575416447212,798.4011770382236,136.3095761907607,390381.86714948254,2
Tanker,Fair,14.936720849552984,2189.4811179022117,174.53551594812905,136736.41845117632,1
Fish Carrier,Critical,18.34023852204846,992.5878581259166,1800.7242825153817,201176.2336033319,0
Bulk Carrier,Critical,13.767825419696422,1606.378362424918,191.41897137505407,133545.20660752204,2
Tanker,Fair,11.571295891672262,1121.4168179463034,1930.7967108049777,220617.666619845,1
Bulk Carrier,Fair,18.410213068871677,2836.989635579097,481.5236292489242,286222.59222910425,2
Fish Carrier,Critical,10.766360429297055,1542.1085643669344,1425.239309655775,387726.5929902672,0
Fish Carrier,Critical,12.657420910581296,1499.77901139075,657.9958983642781,328070.15145322867,0
Tanker,Good,20.12331927249428,1621.1636799948365,1038.5519233904802,185195.77108481657,1
Tanker,Critical,24.78324953797426,2364.454309879396,1446.6943285217085,232830.3656317758,1
Bulk Carrier,Fair,18.09756723862772,1031.1643703588352,1877.7986784164157,101922.33474842162,2
Bulk Carrier,Critical,22.422691053922712,1078.594907235454,1165.2842269185803,400283.2785665256,2
Tanker,Good,20.89398404817748,2769.056061949291,396.284808377717,139878.9383950991,1
Bulk Carrier,Critical,13.761876203923098,2715.776287994937,1862.228812053117,93344.51169618708,2
Tanker,Fair,22.142820350859903,1101.880609845697,785.4015567653948,300004.9270801484,1
Fish Carrier,Good,12.621879324059972,2003.0517785172724,52.56616768180652,454574.2838821317,0
Fish Carrier,Critical,11.00700922797847,1809.8770006926527,125.32163102165237,235680.6180503768,0
Bulk Carrier,Good,16.07246527144784,2631.603405545512,1829.0320673041492,134687.84361183786,2
Fish Carrier,Fair,23.02358932985172,989.3458139570984,1683.104533479703,83516.53618219751,0
Container Ship,Good,15.109271737142077,1279.753809371637,1472.834081327712,334913.6075341212,3
Fish Carrier,Good,18.2649112446327,685.528010122516,1074.7904322664435,440167.50526757614,0
Bulk Carrier,Good,20.925476598288004,776.8011059772089,1591.453486320852,83188.46111179999,2
Tanker,Good,20.91844349012197,550.3913647632778,497.7789171822619,112332.9459293177,1
Fish Carrier,Critical,22.65885142613034,1527.2395089450138,220.11022404821892,98969.3735137847,0
Bulk Carrier,Critical,20.16932886275658,1830.0389622355376,473.92692452177903,405162.0797541429,2
Container Ship,Critical,12.12425354579451,861.676423818891,1507.972570336959,355876.25779804424,3
Bulk Carrier,Fair,10.56591183270709,1598.2511620771627,366.49329862115565,424115.9628107127,2
Bulk Carrier,Fair,24.84683201719825,1894.4299612698449,1040.591269284327,386021.9429622933,2
Tanker,Good,21.25668066235911,769.5739204322736,1760.9892336687649,258376.9495311169,1
Container Ship,Good,12.137785258997166,2484.1654151992325,1327.2171031937912,260925.28976193853,3
Tanker,Good,14.075270595840518,2994.313940323628,1291.5260556475534,66238.77289561817,1
Container Ship,Good,22.10147324024729,875.9622171377341,1759.4953927169192,463702.4782374775,3
Tanker,Good,10.803355067107864,547.3705641171491,962.323081210029,301648.2706112354,1
Tanker,Fair,11.4691636426285,2930.00885200507,892.9362142884232,147236.50206871337,1
Fish Carrier,Good,11.83252538889162,1660.0984367135327,1695.8348843142414,90766.48676417657,0
Tanker,Fair,10.633335060344889,2866.019818490868,788.181047971541,191603.46596329345,1
Fish Carrier,Good,12.040365783498446,1706.882690553952,1161.3682822108392,264263.97686377645,0
Container Ship,Critical,23.6958089234222,1958.730491171856,781.0435982521451,408382.748327015,3
Tanker,Critical,19.36521098504523,939.8611295356044,1948.075859784774,65859.46285670772,1
Fish Carrier,Critical,16.311645769775673,821.0886319645089,1784.3520205669465,290018.33448282105,0
Tanker,Good,19.954467394783197,2119.123802925836,706.3198041511739,249694.85237810243,1
Bulk Carrier,Good,11.06275897229824,1783.6676459460678,1695.633704517944,88330.74068346218,2
Tanker,Fair,18.317741618186577,1570.5181890844765,715.3504296925745,225034.03880599252,1
Fish Carrier,Critical,19.102054815404887,959.6148885248474,1614.067737187259,273776.05513155006,0
Fish Carrier,Critical,24.212996361927004,2289.7585677378797,849.3668893220092,227293.89154222948,0
Container Ship,Critical,13.297285685700135,1105.216882469143,621.5712984879237,345338.54590608145,3
Tanker,Critical,13.112987328613276,2770.939905066635,1406.053312467935,257720.03647552125,1
Bulk Carrier,Critical,18.98185247419949,1620.7359695493744,919.980776332944,229576.77193625493,2
Fish Carrier,Fair,11.922225312229235,1753.3465361187775,708.8850561192702,279773.7985155459,0
Container Ship,Fair,11.908005733527942,547.0286090675747,1412.1333455922909,347491.299651279,3
Container Ship,Good,24.71119628885546,761.2969842166622,1922.4222296434268,371034.2890683145,3
Container Ship,Critical,11.900750115484954,1851.9103691813968,1190.420981839132,98632.11179958604,3
Bulk Carrier,Fair,13.6811562507067,2679.256013598205,52.36599423108578,304877.2474346736,2
Bulk Carrier,Good,12.787704272373892,584.2043676156677,1622.690909263626,282793.4606099601,2
Bulk Carrier,Critical,12.389664356024648,1525.7880489909949,325.7435741452198,131804.88822863833,2
Bulk Carrier,Critical,19.181650313842933,2107.2025410871856,1045.8576293519793,374445.7426162619,2
Tanker,Critical,24.179708632200544,570.6297152209049,856.2598353009913,461063.4220974445,1
Bulk Carrier,Good,19.222862161207004,551.9771784942695,376.33698794515567,209678.69011319155,2
Fish Carrier,Fair,19.397540357730893,1466.5628913615826,1678.04651989704,48124.45807610781,0
Bulk Carrier,Good,24.25490678085185,1709.9484033440017,644.3591829715234,366677.4432102802,2
Bulk Carrier,Good,21.548242012267625,2041.444507102987,418.91947966210637,390630.8703168242,2
Tanker,Fair,20.373509666433375,2174.777524542465,559.3839334944066,25037.08256254485,1
Fish Carrier,Good,10.918732122114918,2709.607767560489,1095.0240746402835,352250.78804306616,0
Fish Carrier,Critical,16.304393751024307,1346.5077620415173,88.21621106597615,59497.632133588195,0
Bulk Carrier,Good,14.580100498716977,2416.173231044868,1922.277625923976,82368.23077239245,2
Fish Carrier,Fair,10.867486745379276,1910.2543488525648,466.89751395472535,459791.86602088105,0
Container Ship,Fair,22.25582009900507,1969.051854552852,1056.3926957250917,35988.20229614864,3
Tanker,Critical,20.782062148932532,2295.5146882386325,693.3930830656255,211464.76233950467,1
Container Ship,Good,12.92773356023432,2539.6902589956185,932.010737876224,320132.8870665994,3
Container Ship,Critical,12.523370271007462,1652.6536428028223,619.6870629372844,319187.7324902771,3
Container Ship,Good,18.269214042112147,1552.967468548803,1938.7223730910985,108918.4133252436,3
Tanker,Good,11.87218174452746,1750.798733412392,1942.00739963044,43164.26078641284,1
Bulk Carrier,Fair,19.293324916535045,2545.739933454128,138.72087881828895,177460.95592390306,2
Container Ship,Fair,17.545556307930475,2449.08860636583,358.86388047979244,80383.55691555075,3
Fish Carrier,Good,10.90897652179382,1794.7111744737624,1720.4483591184658,239872.65026770727,0
Bulk Carrier,Good,18.46653175293661,813.7256526967403,526.4070618715604,238667.8813016311,2
Container Ship,Fair,20.534542114337132,1339.222196852391,1212.7068791693696,267120.6354924822,3
Bulk Carrier,Critical,22.18839883717019,1612.996212393222,1977.2177807260432,355291.7843896037,2
Container Ship,Fair,20.423886401037866,738.5205430824464,208.25354844233095,382167.58876889007,3
Container Ship,Good,11.074233929936428,1382.2194085871731,586.651321659803,52508.02232536452,3
Fish Carrier,Critical,22.93903075012515,1241.8486942621375,1704.5416858646754,35492.049727598176,0
Tanker,Fair,23.0709285669121,2062.3505220402403,1063.6423776561685,315006.89825060795,1
Container Ship,Good,11.165097648065574,1933.2726739521363,293.19753923891574,380376.4174429061,3
Fish Carrier,Fair,13.565376464037088,542.9435354302764,1421.1249530691905,132911.58075880806,0
Fish Carrier,Good,14.518839584544246,664.7054224830922,1130.1492526889624,453806.20369450806,0
Fish Carrier,Critical,10.929558853435266,1092.2079318981985,941.1502995103696,90211.59762845997,0
Tanker,Critical,12.434245899074742,2493.2586390228757,1551.19486129255,251381.7255543332,1
Tanker,Critical,14.702906354903869,1053.0773722445651,1937.9531428254736,302827.4358641072,1
Container Ship,Fair,22.11551406865347,2178.458130245813,1442.568292755384,146177.80889172404,3
Bulk Carrier,Critical,19.246050747376827,2377.089154650954,297.85725973159083,313627.2686179447,2
Container Ship,Critical,11.0387773746497,2127.370172321552,1686.5716358185373,198310.24264191516,3
Fish Carrier,Good,19.672957575172887,1067.237962569339,968.9298634073656,37820.64722021826,0
Tanker,Critical,17.863515539405217,2204.5898312260697,1258.833430831753,227257.0934642399,1
Bulk Carrier,Fair,22.37067301228956,925.0574118020414,1398.6370901552048,237666.11048980217,2
Tanker,Critical,13.100628977409944,1518.9014897610282,1967.6844253800552,297098.8587938847,1
Container Ship,Good,11.68112970846468,1291.1662158930817,1165.0561284122211,141313.73445669672,3
Tanker,Critical,21.264837213284657,1673.5342297415868,1827.448097772992,425965.0257162756,1
Fish Carrier,Good,10.359065800232122,957.1620660123873,1356.1451223035367,77184.45262133091,0
Tanker,Critical,20.809655157696746,1376.6121152760693,1403.1175867444326,94928.78590299533,1
Fish Carrier,Critical,23.349979524968692,1812.81494057756,560.1945429203273,366511.63242365856,0
Fish Carrier,Good,21.56391464529522,695.7404370795332,145.47721277354333,207577.2030618193,0
Tanker,Critical,18.198333768150967,1004.2866999102102,1149.948853247659,110199.8276128901,1
Fish Carrier,Good,23.118166616390127,1912.3894564654247,483.05458938111406,21182.53823190744,0
Container Ship,Critical,12.482642858264729,1346.546728110534,1128.5343507297275,465091.0582093014,3
Fish Carrier,Fair,18.768486090182208,1520.801269039005,413.41493729085573,482297.5474325485,0
Container Ship,Fair,18.47580453866829,1844.334225567852,1714.5395935992074,372207.8922673806,3
Fish Carrier,Fair,24.631696283107296,2341.8792000124467,1859.8900388969805,75708.40840258333,0
Bulk Carrier,Good,11.26492990333009,1972.9511742804143,130.72336484610037,26549.283322113886,2
Bulk Carrier,Critical,19.43062864946709,1601.5483376951374,1130.132303614189,267947.92328992195,2
Bulk Carrier,Good,19.40699156991417,1465.5276060058509,1959.8795496134871,416188.5412397022,2
Tanker,Critical,12.203484981652842,771.72061104903,847.7037346932192,391469.37529249577,1
Container Ship,Fair,16.752321723261275,1259.783959147333,473.7777321567313,342627.61787256115,3
Fish Carrier,Good,24.951503782262577,1727.162029231795,1425.306361327329,330372.4980092795,0
Container Ship,Good,19.396788831568447,2484.4333414795087,1553.291713314295,388240.6346819932,3
Fish Carrier,Critical,21.478154375148137,1752.5979299214318,1904.936991806492,162846.96364963398,0
Fish Carrier,Good,12.049856288946277,814.759224390886,1800.1827027032905,442619.920266023,0
Fish Carrier,Good,13.193040621596854,1108.1627915161491,673.1438976971581,278004.8121824272,0
Tanker,Fair,13.889766323786368,2637.122425856797,259.760930435741,470299.0894842244,1
Bulk Carrier,Fair,17.374077399984966,2218.645821709689,499.3866912690861,111017.41916916578,2
Bulk Carrier,Critical,19.69314510333154,2044.4512089334048,1697.7322339852144,428433.1018644543,2
Fish Carrier,Good,18.19795910207345,2557.0258591354523,1174.6850915177947,217596.00690990937,0
Tanker,Fair,16.85994227655425,2357.7322040618064,1388.1196236204996,113258.98255325394,1
Container Ship,Good,23.082825881270843,2471.318309217635,1253.6219063111282,464502.6345318068,3
Bulk Carrier,Good,21.162839236165752,2256.142337996138,526.9321722984554,132168.76113738853,2
Tanker,Fair,23.259190305131067,932.9529124996334,1129.2948568593526,455166.5040016127,1
Container Ship,Critical,11.369269689797989,2608.556263401694,423.7417177512567,339089.9014887384,3
Container Ship,Critical,20.846550622289985,1039.8381795901855,1347.7237600300823,15681.339973345835,3
Fish Carrier,Critical,20.422501706971683,2418.324173988759,1321.4710469163049,338287.55554156867,0
Bulk Carrier,Good,12.878418676380752,2318.51200319129,149.6920211217772,241988.2177419298,2
Bulk Carrier,Critical,15.003955354501988,2241.4163727532987,440.3384222565012,421429.4766331778,2
Bulk Carrier,Fair,21.570756042361573,2463.350486783442,98.84558922911413,462473.34022142406,2
Bulk Carrier,Good,21.86425175739525,2074.2410583339733,1454.242770042848,178661.12333438988,2
Bulk Carrier,Critical,19.2788605493489,656.7644332756618,1701.2869556475928,16324.230149884068,2
Tanker,Fair,21.19610496534831,764.6009203471208,1371.302157588815,10836.03100552375,1
Fish Carrier,Fair,11.403372755030151,890.7396535165261,1512.2705759377243,244162.26750155253,0
Fish Carrier,Critical,16.895489528406344,506.25249064607374,1708.229075361582,398649.6955366871,0
Bulk Carrier,Critical,11.397460294999249,1045.4422170293487,1341.3157975768104,254597.3729108025,2
Fish Carrier,Critical,13.07971888367972,2185.1788176627624,1800.3570577260114,105970.28904450929,0
Tanker,Critical,10.586934072513374,2970.1982317407765,568.5651231208486,336672.90290492505,1
Container Ship,Critical,16.97753793272216,2783.887386520312,1645.7670537493352,262366.943403856,3
Bulk Carrier,Fair,16.933179797814464,1384.5356098995785,1213.4588713733351,265334.921280799,2
Bulk Carrier,Critical,17.05530601538305,1130.0563249246306,251.6050944134264,491747.263224404,2
Bulk Carrier,Critical,17.32013254559296,1797.3442045021318,1430.8005404358817,263560.3681086684,2
Fish Carrier,Critical,22.59529330840024,2142.3198821773503,1375.0201371656376,489045.02343325765,0
Tanker,Good,10.2900966826063,575.7709952132745,1323.202849368658,412357.2702559488,1
Fish Carrier,Fair,16.475292294534384,2662.355828881782,600.1227687337914,72594.24949738212,0
Tanker,Good,20.5263308127789,1941.1356688964688,339.88055588686063,235628.68091454136,1
Container Ship,Critical,23.03591435543077,2172.7781941252188,1598.0105663076426,449217.2895902525,3
Container Ship,Good,20.0381116029912,524.8425063552131,1978.8104230076187,410552.7434364039,3
Container Ship,Critical,14.157367648624088,1493.2827077861102,575.1508220929306,445988.2096868993,3
Fish Carrier,Good,22.64772617911173,2502.361375904659,369.8372723860722,221935.39442613412,0
Bulk Carrier,Critical,14.903464520971852,2311.552826867958,1646.1127082762664,261946.12099192757,2
Bulk Carrier,Critical,15.346807438221395,1121.3761325991318,448.4932163781856,50364.20695620219,2
Container Ship,Critical,18.049005619765005,1163.858674905651,1950.086681352444,184635.56558881508,3
Tanker,Fair,17.038529336242632,1477.9701610491877,1431.0584619868357,286928.03816557454,1
Tanker,Good,12.852489434321177,2292.441799569242,137.11088785066397,453431.8414594063,1
Container Ship,Fair,20.70474203801819,590.299220304048,1390.20237499922,402957.7598796746,3
Tanker,Fair,24.461501532380545,2252.337828841584,337.32100977707614,189860.4999377738,1
Bulk Carrier,Good,11.10938514741202,1003.9343670925757,1200.296066126573,20969.542880799156,2
Container Ship,Critical,10.554456141727291,1048.686401933246,59.63972216527213,319330.13092395343,3
Container Ship,Critical,11.098216644574917,797.225900076228,1239.726367108583,418633.5705027032,3
Bulk Carrier,Good,19.65910012847957,2741.3575447676744,212.30516069257828,133738.45974425192,2
Container Ship,Good,10.786820659579405,975.4628300163937,1865.2327242036445,285733.7695793036,3
Bulk Carrier,Critical,18.434025014730725,1064.3917729709046,1883.0493767025152,299419.3920688729,2
Fish Carrier,Good,13.801868330133797,2421.428499215327,791.689811247257,56822.74039435701,0
Fish Carrier,Fair,17.644232992130654,2474.280711154769,1212.715927686363,75446.48229553277,0
Tanker,Good,23.403212250342087,1152.4825342462009,1801.3826895428876,413606.8500092889,1
Tanker,Critical,14.877795856244536,1288.393080331059,1562.676831546239,398072.4317941719,1
Tanker,Fair,19.03694373764285,2047.2972747661652,1706.0618968995825,110472.75344283073,1
Fish Carrier,Fair,21.096727668486743,2953.475805408479,640.8922312107486,440435.0381165825,0
Bulk Carrier,Critical,21.447835374365557,1703.6943653742085,1453.844528963229,44517.74239097207,2
Bulk Carrier,Fair,21.10322495725617,963.4276932636662,1847.3081712189944,442118.047146805,2
Fish Carrier,Good,21.61638056693865,2879.3585357429697,1466.1860231382532,114455.8834844617,0
Tanker,Good,22.493975510913025,2796.426758638936,546.0615266610241,132180.36463298363,1
Bulk Carrier,Critical,20.145920507594237,2271.127239795452,1213.11404858257,241000.14038221285,2
Container Ship,Fair,11.435237887116578,2407.3445938469376,333.0154081843459,385071.7026302362,3
Container Ship,Critical,23.000000522688367,1682.8390398397232,1497.8675708898534,376019.253646214,3
Tanker,Critical,21.698717288605764,2450.300812715359,1021.0611984821658,41796.295324144594,1
Bulk Carrier,Fair,13.184115763572638,2812.271920277425,126.69362471562181,94742.77393732982,2
Fish Carrier,Good,10.69597435024638,2787.061248238202,788.7916500054534,226842.27635652403,0
Bulk Carrier,Fair,11.410627912274938,828.3718169122136,905.9387234354954,93539.97184531396,2
Fish Carrier,Fair,13.63240185432302,2097.602495007068,997.8266127707252,469062.35065555,0
Tanker,Fair,24.74422438528307,2535.409941372711,956.932496886972,323547.72003560053,1
Bulk Carrier,Critical,23.66893250638184,1982.454268351118,272.4875273323597,244995.06672563867,2
Fish Carrier,Critical,20.40764140237729,2747.432780211367,1204.4338763049218,49451.95085884177,0
Container Ship,Fair,22.869095612571016,2283.712897458121,1519.373283772271,432026.5616899068,3
Container Ship,Critical,11.5188889190205,1165.324747697618,90.60402473479996,468949.8247931755,3
Tanker,Fair,10.33764843903436,2147.51814146481,809.6601901915693,20842.246721607662,1
Bulk Carrier,Fair,19.27523306235677,2718.9262738238376,454.972842259231,372962.6641018704,2
Bulk Carrier,Critical,10.18388681406904,1773.4695715581545,445.2060733091348,29409.23219427248,2
Container Ship,Critical,10.690280029703516,1885.3844134954943,90.23297001398328,231024.32953022927,3
Fish Carrier,Fair,22.33718452300297,2145.859180526344,101.58736279710092,120878.39393650152,0
Bulk Carrier,Fair,12.922040523339628,2445.144130736345,649.6783941183567,464885.4864584769,2
Bulk Carrier,Good,20.13039476419201,1740.8009937140698,660.0543295001164,78142.6889085483,2
Tanker,Good,10.752728106309648,1567.254908226288,1506.4345716849098,282877.69484732667,1
Tanker,Critical,22.17843029323024,2726.9148339377957,1358.4609754487374,51132.283915861015,1
Tanker,Good,18.012021724847116,1157.3598344078175,1493.745891484809,216967.9788956849,1
Container Ship,Critical,23.79723602785725,2463.1213739263894,556.726073274355,454219.75813121145,3
Bulk Carrier,Good,13.523962546654488,2089.3990464838,1838.3518821398643,158544.9352499665,2
Tanker,Fair,16.119925381142362,835.1299067497931,1350.1986344205586,473600.6593245815,1
Fish Carrier,Critical,17.10093564624389,1553.8797591692123,966.3981637314224,49494.24516551339,0
Fish Carrier,Critical,24.234390215852574,2115.47212941315,186.56753456492527,457201.0760309668,0
Container Ship,Good,20.394434858382866,549.238904960831,1169.0606186900434,11980.620910571713,3
Bulk Carrier,Critical,17.36879222165774,2415.380412485143,1091.7024669220652,360878.30959936697,2
Container Ship,Good,19.79490100093569,2173.0942584501254,1669.5725263219342,428158.2086728931,3
Fish Carrier,Good,24.499831698103648,1040.0868025445266,730.481883951659,261981.13814972623,0
Tanker,Critical,22.7663581943646,2715.506658808421,1316.5260699919645,125574.36412940142,1
Tanker,Critical,19.26689364930317,1687.8600250682691,202.6151497536988,422194.14574544615,1
Bulk Carrier,Good,23.162673012848003,850.8374089282939,579.29925860655,301931.2911801749,2
Fish Carrier,Critical,23.504150145424006,2827.141898127948,986.9103223148992,47951.871597455494,0
Container Ship,Fair,23.14841659411749,1360.6429519141373,251.71322036285096,41117.50324188772,3
Tanker,Good,19.328367917969963,1635.0197851608125,1709.495935224581,396312.693803464,1
Container Ship,Fair,19.30648561806052,1378.2130233088744,75.19948633740682,333933.70492326724,3
Bulk Carrier,Good,14.684698685187143,842.789155240282,1642.3784462192734,53009.972300989786,2
Container Ship,Good,23.13752493854328,1517.6548268719175,1650.9192883515211,49077.61025747383,3
Fish Carrier,Fair,12.886499844110872,2349.916277196375,1634.0480923852217,386061.5220969074,0
Bulk Carrier,Critical,20.22584856133056,2293.334392914221,670.7162157534232,349176.4524359787,2
Fish Carrier,Good,24.924032187359646,643.4146971663613,540.9917028430833,256141.71216505687,0
Tanker,Good,20.181101915695105,2428.564105378497,1777.1039905932969,234914.69493251556,1
Fish Carrier,Good,23.07567233235276,1540.747171194805,390.91777248649623,30802.292781997938,0
Bulk Carrier,Fair,24.79627947879912,2277.1350363638307,1254.8393649661496,496948.46401720354,2
Fish Carrier,Fair,22.666428497851527,2998.6571594878696,1344.004339754516,234750.4022751622,0
Container Ship,Good,15.26414283370488,2644.135528409765,1938.8021741852228,93186.14626393089,3
Container Ship,Fair,13.078374737658136,2919.0724381265727,1894.1840630197908,193063.63256073528,3
Bulk Carrier,Good,22.076171310644817,2713.1908133502925,1682.1346186427145,153322.87796169057,2
Tanker,Critical,17.586977677476206,1877.4977835579768,1075.3182184393245,209303.28379990463,1
Bulk Carrier,Critical,20.176282336389637,1410.3870095395782,854.473289343318,429645.5019962808,2
Tanker,Critical,10.75039543911946,1891.2359789723591,646.8576149906334,233748.82141050164,1
Tanker,Critical,18.76506325006273,2754.200632982543,1792.1321570571058,37331.423310672224,1
Tanker,Fair,14.449171562180885,1271.9335600645402,219.48572998718578,193185.1028757251,1
Fish Carrier,Critical,10.306481080867956,2062.2693055325603,1542.7415332290582,25299.425906315766,0
Container Ship,Fair,21.88957750341559,2948.20668429097,1014.6663675448128,41946.05022651394,3
Container Ship,Fair,14.978022986126714,2948.518810570138,95.80341100386784,219655.82668250732,3
Tanker,Good,23.66572887664654,2483.909877234669,175.03461848855295,96972.81047861214,1
Container Ship,Critical,24.268592576298985,2017.888877034998,129.60794757303347,269268.5710902347,3
Container Ship,Fair,11.841401797733106,590.8719210284621,1363.093713208004,349222.219787715,3
Container Ship,Good,23.300559566823686,2245.9810753997185,137.57922850756472,475574.0651562594,3
Fish Carrier,Critical,20.639588785860028,1981.0057461549056,1219.8961593230515,279960.6899657841,0
Container Ship,Fair,19.10980376262804,2966.124546445326,860.6907248137501,84391.65088297162,3
Fish Carrier,Critical,16.964001293298594,1351.4295481535987,148.29912854842246,19347.856060747174,0
Bulk Carrier,Critical,16.890092398186994,2709.8633477227336,1167.0716147697392,141513.3484504559,2
Tanker,Critical,16.737454485472693,2651.590207339008,1389.4354639544536,260528.94347773909,1
Fish Carrier,Fair,17.051888139388353,1485.6016761146564,1420.3436438234987,211505.5179046131,0
Container Ship,Critical,11.784053721572969,1295.9449334049073,1360.666171207912,455177.64605925255,3
Bulk Carrier,Fair,24.36535269505825,1545.2143405726056,703.9491915080694,203930.8629670192,2
Fish Carrier,Good,14.990042001741005,1467.3364225494888,634.8069952877977,250156.06418164884,0
Tanker,Fair,11.87108121441601,1641.1552541386052,180.0073849390651,125684.36456168404,1
Tanker,Critical,19.2795047740743,1264.8258507132,304.1776214583989,358471.30334185244,1
Container Ship,Fair,11.230791171522725,1954.6065051808832,1913.201081578486,35496.93881110352,3
Container Ship,Critical,24.59074012413661,2462.0210008706204,886.5757353321267,486873.43526502856,3
Tanker,Critical,15.455644823204567,2742.937980832535,630.4092113535856,103298.39550569182,1
Tanker,Good,14.188304103935447,2560.1789429858145,270.2966727502295,263630.9192207154,1
Tanker,Critical,22.40074972590451,1527.8231339817762,1704.389714328013,219722.49453128703,1
Fish Carrier,Fair,22.312095207706875,2846.110001846608,1809.2416018138756,417776.1334744542,0
Tanker,Good,19.396981123828304,1308.8143919629952,1390.5128966285376,458044.355656788,1
Bulk Carrier,Critical,22.55652279662835,1991.0754626266196,1525.6867541218903,153389.66688167665,2
Bulk Carrier,Good,21.24217331774596,515.5597698480688,1404.430765099146,398938.2013054293,2
Bulk Carrier,Critical,23.55651665542489,2337.565964735898,1613.1907624772898,418598.0363451761,2
Container Ship,Critical,18.34245162999476,1264.239122915027,1953.9708898090653,152382.02443215577,3
Container Ship,Fair,21.85211353821321,759.4871018044018,117.9687921348866,65554.01648932276,3
Tanker,Fair,17.665006938558633,2989.680869325084,1582.3019153990083,127319.1785601056,1
Fish Carrier,Good,17.862037216953418,2347.8514562487744,96.46222778819129,30512.69924014961,0
Container Ship,Critical,14.137908613181157,2987.476359419384,1202.5823684120744,131402.8432204512,3
Tanker,Critical,17.8675016481104,1913.0449536752312,1497.5433317214822,355454.85895418643,1
Tanker,Fair,13.776820792270764,1121.0322256922957,438.4799323624584,80197.95485485686,1
Bulk Carrier,Fair,20.4138282305381,2229.5858074524795,1139.747745503219,61347.84933716513,2
Container Ship,Fair,17.016040270382867,1789.4658467216757,340.2187653284702,359416.7841399081,3
Fish Carrier,Critical,22.40425225794116,1863.3582594075988,1512.7128485053486,75827.93474163045,0
Fish Carrier,Critical,17.851653532056044,2604.882734786952,1394.904239873513,162671.64344554997,0
Container Ship,Good,17.12965598886614,2510.0697042982465,439.80701943581107,309262.6977545362,3
Bulk Carrier,Fair,11.669525874973717,1277.9521710116803,1027.011633612172,223357.5708208427,2
Tanker,Good,12.75862635290176,2824.355748870901,1461.406403021757,283818.06256534054,1
Tanker,Good,15.681345513390568,2153.160004496168,1477.5749410683109,284119.94584479294,1
Container Ship,Good,21.56384694085985,2589.4798159024986,429.76399023762565,162594.73234529488,3
Tanker,Good,20.013603900839016,2849.540287348302,821.9429212263734,472208.7329080071,1
Bulk Carrier,Fair,22.42794306951604,2968.644310376926,965.1258935457288,42870.66945723002,2
Tanker,Fair,24.658076177033426,1185.9407170562322,188.96893652110373,429600.6422018664,1
Bulk Carrier,Good,11.504946266299502,2764.655425970882,1683.4819306831394,135922.40288230305,2
Fish Carrier,Good,14.273448812545087,1611.041515532811,791.1035744086537,453924.74125125527,0
Fish Carrier,Fair,13.613158720833308,526.0453053722001,241.47303414918906,395253.0722669949,0
Container Ship,Good,10.377722857283588,1130.5657082505625,702.0870956411075,455642.7885142218,3
Fish Carrier,Good,22.256825177312205,1912.4329294472732,935.589506213859,414083.3556381252,0
Fish Carrier,Good,19.376284035317028,1229.535310174724,812.0464398832743,393017.7055238319,0
Tanker,Fair,20.412738952540263,729.9207754246081,1629.1139289509242,324556.81636646,1
Container Ship,Good,16.59104495745966,1435.4514887738617,140.0721251973357,408479.4453675314,3
Tanker,Critical,21.06254817563869,694.1157532423194,1629.4943261823985,163171.6807069416,1
Fish Carrier,Fair,18.630180818751768,1761.001315178479,1883.8027053578087,154609.19287383987,0
Bulk Carrier,Critical,19.28879931517636,2208.361059015964,1839.7654816092568,474655.2302639037,2
Tanker,Critical,11.545370206749386,1005.3680999507656,1941.11224089682,43886.72678326449,1
Fish Carrier,Good,24.410007135721195,1242.0041583693155,812.9644096052292,64504.960643978266,0
Tanker,Good,23.848839116274288,2745.57046731288,1301.8651232301056,266480.7413081778,1
Fish Carrier,Good,19.48729159597025,2450.7881629823714,947.5548101617098,275005.80928478815,0
Tanker,Critical,14.57248927823671,775.479953691736,1234.6975269365462,55006.655236138555,1
Bulk Carrier,Fair,22.07819749678804,1304.5457860411366,1581.12029042551,140104.4370640135,2
Bulk Carrier,Good,15.538656579718731,2655.337658652233,381.7132789384448,354893.3494977159,2
Container Ship,Critical,14.870756007592243,2298.933119828421,93.62629541752437,134437.1215755268,3
